date,location,Dnt_item_name,quantity_sold,sale_price,Donut_Sales,Drink_Item,Drink_Units_Sold,Drink_Price,Drink_Sales,Total_Sales,promotion,Customer_Rating,Payment_Method,time_of_day,quantity_made,waste
2/1/2024,New York,Cinnamon,62,1.92,101.76,Iced Tea,7,2,14,115.76,No,4.2,Cash,Morning,72,10
1/31/2024,New York,Cinnamon,49,2.04,118.32,Hot Coffee,27,2,54,172.32,No,3.8,Cash,Afternoon,57,8
3/18/2024,Chicago,Chocolate Frosted,86,3.07,257.88,Latte,29,3.5,101.5,359.38,No,3.6,Mobile Payment,Afternoon,96,10
2/11/2024,Miami,Blueberry Cake,70,2.83,198.1,Latte,8,3.5,28,226.1,No,3.4,Cash,Afternoon,84,14
4/8/2024,Miami,Jelly,79,2.92,221.92,Cappuccino,38,3.25,123.5,345.42,Yes,4.5,Mobile Payment,Afternoon,97,18
3/7/2024,Los Angeles,Old Fashioned,12,1.03,15.45,Espresso,30,2.75,82.5,97.95,No,3.8,Cash,Afternoon,15,3
3/2/2024,New York,Chocolate Frosted,20,2.04,36.72,Iced Coffee,20,2.5,50,86.72,Yes,4,Cash,Morning,23,3
2/8/2024,New York,Jelly,17,2.2,33,Hot Coffee,46,2,92,125,Yes,4,Mobile Payment,Afternoon,19,2
5/8/2024,Boston,Cinnamon,84,1.05,86.1,Iced Tea,33,2,66,152.1,No,4.2,Credit Card,Morning,98,14
2/18/2024,Los Angeles,Boston Kreme,44,1.65,67.65,Iced Tea,30,2,60,127.65,Yes,4.7,Cash,Afternoon,54,10
3/18/2024,Boston,Powdered Sugar,58,2.9,145,Iced Tea,24,2,48,193,Yes,5,Credit Card,Evening,71,13
4/19/2024,Boston,Old Fashioned,92,1.34,113.9,Hot Coffee,11,2,22,135.9,Yes,3.8,Cash,Afternoon,101,9
2/2/2024,Boston,Chocolate Frosted,14,2.34,39.78,Smoothie,0,3.75,0,39.78,Yes,4.7,Cash,Evening,18,4
2/19/2024,Chicago,Glazed,83,1.54,124.74,Iced Tea,21,2,42,166.74,No,4.5,Cash,Afternoon,92,9
2/23/2024,Chicago,Jelly,61,1.03,60.77,Iced Tea,39,2,78,138.77,No,4.1,Cash,Afternoon,73,12
3/24/2024,Boston,Powdered Sugar,68,1.6,113.6,Espresso,36,2.75,99,212.6,No,4.9,Credit Card,Afternoon,84,16
3/3/2024,Los Angeles,Old Fashioned,101,3.44,319.92,Hot Chocolate,46,2.25,103.5,423.42,No,3.4,Credit Card,Evening,128,27
2/23/2024,New York,Cinnamon,83,3,213,Hot Chocolate,0,2.25,0,213,No,3.2,Cash,Evening,103,20
4/14/2024,Los Angeles,Blueberry Cake,18,3.4,54.4,Cappuccino,0,3.25,0,54.4,No,4.7,Cash,Afternoon,22,4
4/11/2024,Miami,Jelly,82,2.22,186.48,Cappuccino,41,3.25,133.25,319.73,No,3.9,Credit Card,Morning,99,17
3/6/2024,Chicago,Cinnamon,78,1.27,118.11,Iced Tea,41,2,82,200.11,No,4.7,Mobile Payment,Afternoon,98,20
3/8/2024,New York,Old Fashioned,106,2.37,210.93,Espresso,20,2.75,55,265.93,No,4.8,Mobile Payment,Evening,118,12
4/23/2024,New York,Jelly,14,2.14,27.82,Iced Tea,14,2,28,55.82,No,3.1,Credit Card,Afternoon,17,3
5/8/2024,Miami,Powdered Sugar,12,3.11,46.65,Cappuccino,16,3.25,52,98.65,Yes,4.8,Cash,Evening,14,2
4/28/2024,Miami,Old Fashioned,78,1.25,83.75,Hot Coffee,21,2,42,125.75,No,3.9,Cash,Evening,98,20
5/8/2024,Boston,Vanilla Frosted,35,2.22,68.82,Hot Coffee,37,2,74,142.82,Yes,4,Mobile Payment,Evening,41,6
2/24/2024,Chicago,Chocolate Frosted,35,1.38,48.3,Smoothie,34,3.75,127.5,175.8,Yes,4.3,Mobile Payment,Afternoon,43,8
5/2/2024,Chicago,Powdered Sugar,12,1.81,21.72,Iced Coffee,44,2.5,110,131.72,Yes,4.9,Credit Card,Evening,14,2
2/17/2024,Los Angeles,Jelly,47,2.84,142,Hot Chocolate,15,2.25,33.75,175.75,Yes,3,Mobile Payment,Evening,58,11
4/21/2024,Boston,Blueberry Cake,56,2.19,151.11,Espresso,7,2.75,19.25,170.36,No,4,Credit Card,Afternoon,62,6
4/5/2024,Boston,Cinnamon,21,1.94,44.62,Latte,46,3.5,161,205.62,Yes,4.4,Mobile Payment,Evening,23,2
3/24/2024,Boston,Glazed,94,1.99,167.16,Hot Chocolate,16,2.25,36,203.16,No,4.4,Mobile Payment,Afternoon,108,14
3/5/2024,Boston,Cinnamon,72,2.15,195.65,Latte,16,3.5,56,251.65,No,4.4,Mobile Payment,Evening,81,9
4/19/2024,Chicago,Jelly,19,2.96,62.16,Iced Coffee,25,2.5,62.5,124.66,Yes,3.3,Cash,Morning,25,6
3/31/2024,Chicago,Cinnamon,92,3.23,310.08,Iced Coffee,12,2.5,30,340.08,No,3.6,Cash,Morning,109,17
3/11/2024,Boston,Chocolate Frosted,21,3.39,71.19,Iced Tea,16,2,32,103.19,Yes,3.7,Cash,Evening,27,6
5/9/2024,Los Angeles,Old Fashioned,25,2.97,65.34,Cappuccino,37,3.25,120.25,185.59,Yes,4.6,Mobile Payment,Morning,30,5
3/3/2024,New York,Glazed,31,1.79,60.86,Iced Coffee,16,2.5,40,100.86,No,3.6,Credit Card,Afternoon,35,4
4/7/2024,New York,Strawberry Frosted,50,2.72,146.88,Iced Coffee,47,2.5,117.5,264.38,No,3.4,Credit Card,Morning,65,15
3/3/2024,Los Angeles,Jelly,30,2.09,58.52,Latte,13,3.5,45.5,104.02,Yes,4.9,Credit Card,Evening,36,6
2/13/2024,Boston,Boston Kreme,62,1.64,104.96,Cappuccino,44,3.25,143,247.96,No,3,Credit Card,Evening,74,12
2/20/2024,Chicago,Strawberry Frosted,48,3.1,167.4,Iced Coffee,5,2.5,12.5,179.9,No,5,Cash,Afternoon,58,10
3/18/2024,New York,Cinnamon,16,1.1,18.7,Hot Chocolate,34,2.25,76.5,95.2,No,4.4,Cash,Evening,19,3
2/19/2024,Miami,Jelly,53,3.25,201.5,Smoothie,45,3.75,168.75,370.25,Yes,4.7,Mobile Payment,Afternoon,60,7
2/7/2024,Miami,Vanilla Frosted,55,2.15,137.6,Iced Coffee,13,2.5,32.5,170.1,Yes,3.6,Mobile Payment,Morning,74,19
2/6/2024,Los Angeles,Boston Kreme,40,2.59,106.19,Smoothie,46,3.75,172.5,278.69,No,3,Credit Card,Morning,53,13
4/6/2024,Boston,Glazed,58,2.65,159,Cappuccino,7,3.25,22.75,181.75,No,4.5,Cash,Afternoon,71,13
2/16/2024,New York,Blueberry Cake,61,3.24,171.72,Iced Tea,14,2,28,199.72,No,4.7,Credit Card,Afternoon,69,8
3/3/2024,Boston,Vanilla Frosted,85,2.59,235.69,Espresso,26,2.75,71.5,307.19,No,4.5,Mobile Payment,Evening,105,20
3/18/2024,New York,Strawberry Frosted,81,2.53,199.87,Cappuccino,12,3.25,39,238.87,No,3.3,Mobile Payment,Morning,94,13
4/15/2024,Los Angeles,Old Fashioned,28,1.17,31.59,Latte,48,3.5,168,199.59,Yes,4.5,Credit Card,Afternoon,30,2
3/29/2024,Los Angeles,Chocolate Frosted,74,2.3,211.6,Espresso,30,2.75,82.5,294.1,No,4.5,Mobile Payment,Morning,88,14
4/25/2024,Miami,Blueberry Cake,33,1.38,42.78,Hot Chocolate,34,2.25,76.5,119.28,Yes,4.3,Credit Card,Afternoon,39,6
2/21/2024,Boston,Vanilla Frosted,40,2.84,130.64,Hot Coffee,5,2,10,140.64,No,4.5,Cash,Morning,52,12
2/29/2024,Miami,Old Fashioned,76,2.28,148.2,Smoothie,4,3.75,15,163.2,Yes,4.7,Credit Card,Evening,94,18
3/8/2024,Boston,Old Fashioned,58,2.7,183.6,Smoothie,21,3.75,78.75,262.35,No,4.2,Cash,Morning,75,17
3/21/2024,Miami,Jelly,11,1.1,13.2,Smoothie,48,3.75,180,193.2,Yes,3.2,Cash,Morning,13,2
3/24/2024,Chicago,Vanilla Frosted,30,1.21,44.77,Cappuccino,22,3.25,71.5,116.27,No,4,Mobile Payment,Morning,36,6
2/7/2024,Chicago,Glazed,99,2.79,231.57,Smoothie,24,3.75,90,321.57,Yes,3.2,Mobile Payment,Morning,121,22
2/26/2024,Chicago,Cinnamon,44,1.18,51.92,Iced Tea,33,2,66,117.92,Yes,3.8,Mobile Payment,Morning,59,15
2/26/2024,Chicago,Boston Kreme,72,1.18,82.6,Smoothie,25,3.75,93.75,176.35,Yes,3.8,Credit Card,Evening,79,7
5/7/2024,New York,Boston Kreme,52,1.03,64.89,Latte,46,3.5,161,225.89,Yes,3.1,Credit Card,Afternoon,66,14
2/20/2024,Chicago,Strawberry Frosted,79,3.39,244.08,Hot Chocolate,4,2.25,9,253.08,Yes,3.7,Mobile Payment,Morning,99,20
2/29/2024,Los Angeles,Strawberry Frosted,77,2.84,249.92,Smoothie,25,3.75,93.75,343.67,Yes,3.2,Credit Card,Evening,91,14
5/6/2024,Los Angeles,Boston Kreme,18,1.88,30.08,Smoothie,19,3.75,71.25,101.33,No,4.6,Mobile Payment,Morning,23,5
2/27/2024,New York,Glazed,74,1.74,147.9,Espresso,5,2.75,13.75,161.65,Yes,4.9,Credit Card,Morning,92,18
4/3/2024,Chicago,Chocolate Frosted,50,1.87,108.46,Hot Chocolate,5,2.25,11.25,119.71,No,3.1,Cash,Afternoon,63,13
5/6/2024,Chicago,Powdered Sugar,76,2.94,276.36,Smoothie,49,3.75,183.75,460.11,No,4.9,Cash,Morning,101,25
4/8/2024,Chicago,Cinnamon,39,2.65,106,Cappuccino,17,3.25,55.25,161.25,No,4,Mobile Payment,Evening,46,7
3/31/2024,Miami,Chocolate Frosted,68,1.46,97.82,Iced Coffee,3,2.5,7.5,105.32,No,3.6,Credit Card,Evening,78,10
3/18/2024,Boston,Jelly,57,1.44,100.8,Iced Tea,16,2,32,132.8,No,3.2,Credit Card,Afternoon,69,12
2/18/2024,Miami,Powdered Sugar,36,1.25,41.25,Cappuccino,13,3.25,42.25,83.5,Yes,4,Cash,Morning,47,11
2/3/2024,Boston,Powdered Sugar,28,2.65,76.85,Hot Coffee,13,2,26,102.85,Yes,4.6,Cash,Evening,31,3
3/5/2024,Chicago,Vanilla Frosted,46,2.91,133.86,Cappuccino,12,3.25,39,172.86,Yes,4.4,Mobile Payment,Morning,58,12
4/3/2024,Chicago,Glazed,12,1.66,21.58,Espresso,6,2.75,16.5,38.08,No,3.1,Cash,Morning,15,3
3/19/2024,Miami,Glazed,27,1.05,30.45,Espresso,43,2.75,118.25,148.7,Yes,3.1,Mobile Payment,Morning,35,8
2/16/2024,Miami,Powdered Sugar,70,1.21,83.49,Smoothie,14,3.75,52.5,135.99,Yes,3.8,Cash,Afternoon,78,8
3/14/2024,Boston,Vanilla Frosted,28,3.42,112.86,Cappuccino,18,3.25,58.5,171.36,Yes,3.6,Cash,Morning,36,8
5/1/2024,Los Angeles,Cinnamon,51,1.74,102.66,Espresso,42,2.75,115.5,218.16,Yes,3.5,Credit Card,Evening,65,14
2/29/2024,Boston,Powdered Sugar,66,2.92,169.36,Iced Coffee,46,2.5,115,284.36,Yes,3.6,Cash,Morning,78,12
5/2/2024,Miami,Blueberry Cake,70,2.56,153.6,Hot Chocolate,43,2.25,96.75,250.35,No,4.6,Cash,Evening,80,10
3/16/2024,Miami,Strawberry Frosted,42,1.95,87.75,Cappuccino,34,3.25,110.5,198.25,Yes,4.9,Mobile Payment,Morning,56,14
2/5/2024,New York,Strawberry Frosted,68,1.51,113.25,Iced Tea,16,2,32,145.25,No,3.8,Cash,Evening,77,9
5/8/2024,Miami,Chocolate Frosted,93,1.3,114.4,Iced Coffee,34,2.5,85,199.4,No,4.8,Mobile Payment,Evening,118,25
3/7/2024,New York,Jelly,41,2.54,109.22,Smoothie,18,3.75,67.5,176.72,No,3.6,Cash,Morning,51,10
2/23/2024,Los Angeles,Strawberry Frosted,36,2.94,132.3,Hot Chocolate,19,2.25,42.75,175.05,No,4,Cash,Morning,43,7
5/2/2024,Boston,Old Fashioned,12,2.61,39.15,Iced Tea,35,2,70,109.15,No,3.5,Mobile Payment,Evening,15,3
3/16/2024,Boston,Chocolate Frosted,52,2.33,111.84,Smoothie,34,3.75,127.5,239.34,Yes,4.3,Credit Card,Afternoon,61,9
3/23/2024,New York,Strawberry Frosted,54,1.1,56.1,Iced Tea,31,2,62,118.1,Yes,5,Mobile Payment,Morning,67,13
5/4/2024,Boston,Jelly,54,3.42,229.14,Smoothie,47,3.75,176.25,405.39,Yes,4.2,Mobile Payment,Afternoon,63,9
5/8/2024,Miami,Glazed,18,3,63,Iced Tea,43,2,86,149,No,3.7,Mobile Payment,Morning,22,4
3/30/2024,Chicago,Glazed,10,1.73,20.76,Hot Chocolate,39,2.25,87.75,108.51,Yes,4.3,Credit Card,Morning,11,1
5/6/2024,New York,Cinnamon,28,3.45,93.15,Iced Coffee,23,2.5,57.5,150.65,Yes,3.2,Cash,Morning,34,6
4/2/2024,Boston,Powdered Sugar,39,2.5,122.5,Iced Tea,16,2,32,154.5,No,4.8,Mobile Payment,Morning,52,13
4/24/2024,New York,Blueberry Cake,25,2.46,73.8,Iced Tea,6,2,12,85.8,No,4,Mobile Payment,Afternoon,28,3
3/2/2024,New York,Glazed,26,2.87,68.88,Latte,42,3.5,147,215.88,No,3.9,Credit Card,Morning,33,7
4/26/2024,Chicago,Vanilla Frosted,30,3.03,106.05,Cappuccino,49,3.25,159.25,265.3,No,4.2,Mobile Payment,Evening,34,4
3/3/2024,Miami,Strawberry Frosted,18,2.64,44.88,Hot Chocolate,0,2.25,0,44.88,Yes,4.2,Cash,Evening,22,4
4/6/2024,New York,Vanilla Frosted,85,1.32,126.72,Smoothie,34,3.75,127.5,254.22,No,3.1,Credit Card,Afternoon,95,10
2/17/2024,Boston,Jelly,42,1.85,94.35,Hot Chocolate,31,2.25,69.75,164.1,No,4.4,Cash,Morning,56,14
2/24/2024,Los Angeles,Glazed,47,3.32,175.96,Espresso,35,2.75,96.25,272.21,Yes,3.5,Cash,Evening,55,8
5/4/2024,New York,Blueberry Cake,25,1.56,35.88,Smoothie,12,3.75,45,80.88,Yes,4.4,Credit Card,Afternoon,28,3
3/24/2024,New York,Jelly,99,1.93,167.91,Hot Chocolate,5,2.25,11.25,179.16,No,4.6,Mobile Payment,Morning,115,16
3/28/2024,Chicago,Old Fashioned,12,2.08,22.88,Iced Coffee,13,2.5,32.5,55.38,Yes,4.6,Cash,Evening,13,1
4/6/2024,Miami,Old Fashioned,44,2.1,96.6,Smoothie,36,3.75,135,231.6,No,4.1,Cash,Evening,52,8
3/16/2024,Los Angeles,Vanilla Frosted,83,2.53,197.34,Smoothie,47,3.75,176.25,373.59,No,4,Cash,Afternoon,96,13
2/23/2024,Boston,Powdered Sugar,41,3.36,157.92,Hot Chocolate,14,2.25,31.5,189.42,Yes,3.3,Cash,Morning,53,12
3/2/2024,Los Angeles,Chocolate Frosted,45,1.6,80,Smoothie,46,3.75,172.5,252.5,Yes,4.6,Credit Card,Morning,55,10
3/17/2024,Boston,Powdered Sugar,82,1.3,92.3,Latte,3,3.5,10.5,102.8,No,3.5,Credit Card,Evening,94,12
4/25/2024,Miami,Cinnamon,55,1.49,102.81,Cappuccino,39,3.25,126.75,229.56,No,4,Cash,Evening,67,12
2/22/2024,Boston,Powdered Sugar,19,3.22,74.06,Smoothie,15,3.75,56.25,130.31,No,3.6,Mobile Payment,Evening,23,4
4/5/2024,Chicago,Cinnamon,86,2.61,255.78,Cappuccino,27,3.25,87.75,343.53,Yes,3.3,Cash,Morning,101,15
2/26/2024,Chicago,Cinnamon,75,1.71,159.03,Hot Chocolate,15,2.25,33.75,192.78,No,4.3,Mobile Payment,Afternoon,85,10
2/1/2024,Chicago,Blueberry Cake,9,3.04,33.44,Iced Tea,3,2,6,39.44,No,3.1,Cash,Afternoon,9,0
4/29/2024,Chicago,Glazed,81,3.15,248.85,Hot Coffee,44,2,88,336.85,No,4.5,Mobile Payment,Morning,105,24
2/16/2024,Los Angeles,Blueberry Cake,25,3.12,81.12,Hot Coffee,25,2,50,131.12,No,3.6,Cash,Afternoon,30,5
3/3/2024,Miami,Cinnamon,113,3.3,323.4,Iced Tea,27,2,54,377.4,No,3,Mobile Payment,Evening,135,22
2/8/2024,Boston,Jelly,41,1.63,60.31,Iced Tea,31,2,62,122.31,Yes,4,Cash,Afternoon,52,11
3/13/2024,Boston,Old Fashioned,70,2.89,216.75,Iced Tea,44,2,88,304.75,No,3.1,Cash,Afternoon,88,18
3/18/2024,Chicago,Cinnamon,39,2.15,94.6,Iced Coffee,1,2.5,2.5,97.1,No,3.6,Mobile Payment,Afternoon,47,8
3/9/2024,Chicago,Blueberry Cake,13,3.1,43.4,Hot Coffee,30,2,60,103.4,No,4.4,Credit Card,Evening,16,3
5/2/2024,New York,Jelly,76,2.82,208.68,Iced Tea,2,2,4,212.68,No,3.1,Mobile Payment,Morning,90,14
3/12/2024,Miami,Blueberry Cake,44,2.94,144.06,Iced Coffee,7,2.5,17.5,161.56,Yes,4.7,Credit Card,Evening,49,5
2/25/2024,Los Angeles,Powdered Sugar,89,2.64,224.4,Espresso,23,2.75,63.25,287.65,Yes,3,Cash,Morning,107,18
5/8/2024,Boston,Strawberry Frosted,62,1.44,93.6,Smoothie,14,3.75,52.5,146.1,Yes,3.5,Mobile Payment,Morning,72,10
3/20/2024,New York,Vanilla Frosted,45,2.36,106.2,Iced Coffee,42,2.5,105,211.2,No,4.5,Mobile Payment,Morning,56,11
2/24/2024,New York,Chocolate Frosted,52,3.46,186.84,Hot Coffee,30,2,60,246.84,No,3.6,Mobile Payment,Afternoon,66,14
2/23/2024,Boston,Blueberry Cake,29,3.34,106.88,Hot Chocolate,8,2.25,18,124.88,Yes,3.2,Credit Card,Afternoon,32,3
2/12/2024,Los Angeles,Chocolate Frosted,66,1.11,62.16,Espresso,38,2.75,104.5,166.66,Yes,3.7,Credit Card,Morning,77,11
3/30/2024,New York,Boston Kreme,44,1.41,56.4,Hot Coffee,44,2,88,144.4,Yes,3.5,Cash,Morning,54,10
2/6/2024,New York,Blueberry Cake,17,1.33,26.6,Smoothie,1,3.75,3.75,30.35,No,4.7,Credit Card,Afternoon,21,4
3/27/2024,Miami,Strawberry Frosted,21,2.81,53.39,Iced Coffee,7,2.5,17.5,70.89,No,3.6,Credit Card,Evening,24,3
3/6/2024,Los Angeles,Chocolate Frosted,75,3.04,231.04,Latte,6,3.5,21,252.04,Yes,4.6,Cash,Morning,93,18
3/15/2024,New York,Cinnamon,26,1.53,35.19,Cappuccino,43,3.25,139.75,174.94,Yes,4.8,Mobile Payment,Evening,28,2
2/19/2024,Los Angeles,Blueberry Cake,99,2.26,201.14,Smoothie,38,3.75,142.5,343.64,Yes,3.9,Mobile Payment,Afternoon,111,12
4/4/2024,Boston,Glazed,80,3.1,257.3,Hot Coffee,41,2,82,339.3,No,4.8,Cash,Morning,107,27
2/7/2024,Chicago,Vanilla Frosted,15,2.83,53.77,Iced Tea,15,2,30,83.77,No,3.8,Mobile Payment,Evening,19,4
2/15/2024,New York,Strawberry Frosted,77,2.36,200.6,Iced Coffee,34,2.5,85,285.6,No,4.9,Credit Card,Evening,84,7
2/13/2024,Miami,Chocolate Frosted,10,2.48,24.8,Iced Tea,29,2,58,82.8,Yes,3.2,Cash,Evening,12,2
4/15/2024,Boston,Strawberry Frosted,14,2.27,31.78,Iced Tea,9,2,18,49.78,Yes,4.4,Cash,Afternoon,17,3
4/26/2024,Los Angeles,Jelly,26,1.74,50.46,Iced Tea,37,2,74,124.46,No,4,Cash,Afternoon,33,7
2/14/2024,Boston,Vanilla Frosted,14,2.41,40.97,Iced Tea,17,2,34,74.97,Yes,3.8,Mobile Payment,Evening,16,2
5/1/2024,New York,Cinnamon,58,2.72,141.44,Iced Tea,49,2,98,239.44,No,4.3,Cash,Evening,69,11
5/7/2024,Los Angeles,Blueberry Cake,101,3.18,270.3,Espresso,4,2.75,11,281.3,Yes,4.4,Cash,Afternoon,120,19
4/5/2024,Chicago,Blueberry Cake,10,2.59,25.9,Hot Coffee,28,2,56,81.9,Yes,3,Cash,Evening,12,2
3/2/2024,Boston,Blueberry Cake,57,2.9,191.4,Smoothie,38,3.75,142.5,333.9,Yes,3.3,Mobile Payment,Evening,64,7
4/26/2024,New York,Vanilla Frosted,66,1.4,102.2,Hot Coffee,33,2,66,168.2,Yes,4.4,Credit Card,Afternoon,72,6
4/2/2024,Miami,Glazed,75,2.15,199.95,Smoothie,42,3.75,157.5,357.45,No,4.3,Cash,Evening,87,12
4/25/2024,Los Angeles,Boston Kreme,43,1.02,37.74,Cappuccino,44,3.25,143,180.74,Yes,4.9,Credit Card,Evening,53,10
3/21/2024,Boston,Old Fashioned,38,1.62,74.52,Iced Coffee,22,2.5,55,129.52,No,4.5,Mobile Payment,Evening,43,5
2/24/2024,Boston,Powdered Sugar,57,2.82,157.92,Latte,4,3.5,14,171.92,No,4.9,Mobile Payment,Afternoon,70,13
3/28/2024,Chicago,Chocolate Frosted,77,3.48,295.8,Espresso,29,2.75,79.75,375.55,No,4.4,Mobile Payment,Evening,99,22
4/2/2024,Chicago,Glazed,46,1.25,57.5,Iced Coffee,5,2.5,12.5,70,Yes,3.6,Mobile Payment,Afternoon,51,5
4/1/2024,Miami,Cinnamon,61,2,116,Espresso,45,2.75,123.75,239.75,No,3.2,Credit Card,Afternoon,75,14
2/21/2024,Miami,Chocolate Frosted,59,3,159,Smoothie,43,3.75,161.25,320.25,No,4.6,Cash,Morning,73,14
3/28/2024,New York,Blueberry Cake,57,1.51,98.15,Hot Coffee,3,2,6,104.15,No,4.3,Mobile Payment,Morning,75,18
3/28/2024,New York,Strawberry Frosted,29,2.39,88.43,Iced Tea,28,2,56,144.43,Yes,3.1,Mobile Payment,Evening,32,3
4/25/2024,Miami,Cinnamon,75,2.83,249.04,Cappuccino,22,3.25,71.5,320.54,Yes,3.7,Credit Card,Afternoon,92,17
3/19/2024,Miami,Chocolate Frosted,17,2.54,38.1,Cappuccino,5,3.25,16.25,54.35,No,4.9,Credit Card,Morning,22,5
3/22/2024,Los Angeles,Blueberry Cake,80,1.47,102.9,Hot Chocolate,31,2.25,69.75,172.65,Yes,4,Mobile Payment,Evening,103,23
3/12/2024,Chicago,Chocolate Frosted,30,1.89,54.81,Latte,41,3.5,143.5,198.31,No,3.9,Cash,Morning,38,8
4/9/2024,New York,Strawberry Frosted,90,2.96,257.52,Cappuccino,17,3.25,55.25,312.77,No,3.9,Cash,Morning,112,22
2/14/2024,Chicago,Blueberry Cake,11,2.39,26.29,Iced Tea,14,2,28,54.29,Yes,3.4,Mobile Payment,Afternoon,13,2
3/24/2024,Chicago,Boston Kreme,71,1.01,82.82,Hot Coffee,39,2,78,160.82,No,3.7,Credit Card,Afternoon,90,19
3/30/2024,Miami,Glazed,53,2.9,133.4,Latte,31,3.5,108.5,241.9,Yes,3.7,Mobile Payment,Morning,66,13
5/6/2024,Los Angeles,Jelly,28,1.09,31.61,Smoothie,8,3.75,30,61.61,Yes,3.1,Mobile Payment,Morning,32,4
2/7/2024,Boston,Powdered Sugar,33,2.86,100.1,Iced Coffee,36,2.5,90,190.1,No,4.5,Credit Card,Afternoon,42,9
3/23/2024,Los Angeles,Vanilla Frosted,38,1.51,57.38,Smoothie,9,3.75,33.75,91.13,Yes,3.8,Mobile Payment,Evening,47,9
3/30/2024,Los Angeles,Powdered Sugar,8,3.4,34,Iced Tea,19,2,38,72,Yes,4.6,Mobile Payment,Afternoon,9,1
2/4/2024,Chicago,Cinnamon,38,1.92,84.48,Iced Tea,5,2,10,94.48,No,4.7,Mobile Payment,Morning,45,7
4/7/2024,Los Angeles,Powdered Sugar,86,1.82,143.78,Cappuccino,47,3.25,152.75,296.53,No,3.4,Credit Card,Evening,105,19
2/5/2024,New York,Blueberry Cake,56,1.37,93.16,Latte,2,3.5,7,100.16,Yes,4.3,Cash,Morning,68,12
5/5/2024,Chicago,Boston Kreme,81,1.76,137.28,Hot Coffee,41,2,82,219.28,Yes,3.9,Cash,Evening,99,18
5/3/2024,New York,Jelly,37,3.19,133.98,Smoothie,10,3.75,37.5,171.48,No,4.8,Credit Card,Morning,43,6
3/17/2024,Boston,Glazed,57,3.49,209.4,Hot Chocolate,42,2.25,94.5,303.9,Yes,3.4,Cash,Evening,70,13
5/8/2024,Chicago,Glazed,79,1.92,167.04,Smoothie,16,3.75,60,227.04,Yes,4.4,Mobile Payment,Evening,102,23
3/25/2024,Boston,Strawberry Frosted,19,2.12,44.52,Espresso,31,2.75,85.25,129.77,Yes,4.2,Cash,Morning,22,3
3/10/2024,Chicago,Vanilla Frosted,31,2.81,81.49,Espresso,3,2.75,8.25,89.74,Yes,3.6,Mobile Payment,Evening,40,9
3/22/2024,Miami,Chocolate Frosted,56,3.22,199.64,Hot Coffee,3,2,6,205.64,Yes,3.3,Cash,Afternoon,66,10
2/15/2024,Los Angeles,Boston Kreme,99,2.48,240.56,Hot Coffee,16,2,32,272.56,Yes,4.3,Credit Card,Morning,131,32
2/12/2024,Miami,Chocolate Frosted,51,1.98,102.96,Espresso,40,2.75,110,212.96,Yes,4.5,Cash,Afternoon,64,13
2/29/2024,Boston,Jelly,104,2.03,198.94,Hot Chocolate,18,2.25,40.5,239.44,No,3.6,Cash,Morning,131,27
2/18/2024,Los Angeles,Powdered Sugar,69,2.74,161.66,Latte,4,3.5,14,175.66,No,4.3,Cash,Evening,86,17
2/16/2024,Chicago,Glazed,41,1.01,38.38,Espresso,31,2.75,85.25,123.63,No,3.8,Credit Card,Evening,52,11
4/2/2024,Los Angeles,Jelly,58,2.55,168.3,Hot Coffee,21,2,42,210.3,No,4.4,Cash,Evening,68,10
2/18/2024,New York,Powdered Sugar,38,1.89,90.72,Cappuccino,5,3.25,16.25,106.97,No,3.4,Credit Card,Morning,46,8
5/1/2024,Los Angeles,Glazed,58,2.99,194.35,Iced Coffee,34,2.5,85,279.35,Yes,4.8,Mobile Payment,Afternoon,71,13
3/28/2024,New York,Powdered Sugar,53,1.23,63.96,Hot Chocolate,21,2.25,47.25,111.21,Yes,3.6,Cash,Afternoon,66,13
3/25/2024,Los Angeles,Vanilla Frosted,48,2.47,145.73,Iced Tea,0,2,0,145.73,Yes,3.7,Credit Card,Morning,62,14
4/29/2024,New York,Boston Kreme,31,2.2,70.4,Hot Chocolate,19,2.25,42.75,113.15,Yes,3.1,Credit Card,Morning,40,9
4/29/2024,Boston,Cinnamon,55,2.61,138.33,Cappuccino,21,3.25,68.25,206.58,No,3.2,Cash,Afternoon,65,10
4/1/2024,Miami,Jelly,43,1.16,54.52,Cappuccino,47,3.25,152.75,207.27,Yes,4,Mobile Payment,Afternoon,54,11
2/22/2024,Chicago,Jelly,103,2.45,227.85,Iced Tea,10,2,20,247.85,Yes,3.5,Credit Card,Afternoon,115,12
2/8/2024,Los Angeles,Old Fashioned,26,2.4,76.8,Smoothie,12,3.75,45,121.8,No,4.7,Cash,Afternoon,31,5
2/11/2024,Miami,Blueberry Cake,44,2.4,129.6,Hot Coffee,41,2,82,211.6,Yes,3,Mobile Payment,Morning,50,6
1/31/2024,Chicago,Vanilla Frosted,66,2.51,153.11,Espresso,2,2.75,5.5,158.61,Yes,3.8,Credit Card,Morning,80,14
3/28/2024,Chicago,Vanilla Frosted,88,2.69,239.41,Smoothie,8,3.75,30,269.41,No,3.7,Credit Card,Evening,103,15
1/31/2024,New York,Chocolate Frosted,63,3.01,177.59,Latte,11,3.5,38.5,216.09,Yes,3,Mobile Payment,Afternoon,74,11
